Tiempo (mseg)	Length  Destinos
24670136	128	220175129105
24670136	130	5849132114
24670136	130	7849186104
24670136	130	5849132114
24672968	62	2181721757
24672968	62	2181721757
24674736	57	22282227138
24674873	62	2181722849
24674960	57	193205213188
24675419	82	7849186104
24675966	57	1301929144
24676083	57	22282227138
24677470	55	21913023269
24677470	72	21913023269
24677783	1085	221239137121
24680068	1089	202105117161
24680068	1089	202105117161
24680068	1089	202105117161
24680078	1089	202105117161
24680078	1089	202105117161
24680078	1089	202105117161
24680078	1089	202105117161
24680078	1089	202105117161
24680097	85	2181721757
24680126	1089	202105117161
24680126	1089	202105117161
24680136	1089	202105117161
24680136	1089	202105117161
24680136	1089	202105117161
24680136	1089	202105117161
24680136	1089	202105117161
24680136	1089	202105117161
24680742	57	130192869
24680751	1089	202105117161
24680751	1089	202105117161
24680751	1089	202105117161
24680751	1089	202105117161
24680761	1089	202105117161
24680761	1089	202105117161
24680761	1089	202105117161
24680761	1089	202105117161
24681064	1085	221239137121
24681376	1089	202105117161
24681376	1089	202105117161
24681376	1089	202105117161
24681376	1089	202105117161
24681376	1089	202105117161
24681376	1089	202105117161
24681386	1089	202105117161
24681386	1089	202105117161
24681875	57	22282227138
24682167	62	202105117161
24683261	1085	221239137121
24683681	55	220175129105
24683740	62	1219231214
24684365	1085	221239137121
24684746	1089	202105117161
24684746	1089	202105117161
24684785	63	1231121779
24684941	63	1231121779
24685117	63	1231121779
24685166	62	1219231214
24685166	1089	202105117161
24685273	63	1231121779
24685439	63	1231121779
24685449	62	2181721757
24685576	1089	202105117161
24685615	63	1231121779
24685986	1089	202105117161
24686396	1089	202105117161
24687216	1089	202105117161
24687607	63	1231121779
24687900	1089	202105117161
24687919	126	1231121779
24688164	63	1231121779
24688251	63	1231121779
24688310	1089	202105117161
24688417	63	1231121779
24688720	1089	202105117161
24689150	1089	202105117161
24689560	1089	202105117161
24689970	1089	202105117161
24690078	85	2181721757
24690078	85	1219231214
24690410	63	1231121779
24690410	1089	202105117161
24690576	63	1231121779
24690742	63	1231121779
24690898	63	1231121779
24690917	133	61144253211
24690917	130	130192869
24691074	63	1231121779
24691230	63	1231121779
24691269	1089	202105117161
24691416	57	61144253211
24692109	1089	202105117161
24692500	1089	202105117161
24692939	1089	202105117161
24693398	63	1231121779
24693574	63	1231121779
24693574	62	2181721757
24693730	63	1231121779
24693789	884	202105117161
24693906	63	1231121779
24694062	63	1231121779
24694179	57	5849132114
24695283	63	1231121779
24695283	57	5849132114
24699658	131	221239137121
24700292	1089	202105117161
24700908	1089	202105117161
24701552	57	61175236190
24701982	1089	202105117161
24701982	1089	202105117161
24703349	55	221239137121
24704394	62	2181722849
24705517	63	1231121779
24705683	63	1231121779
24705849	63	1231121779
24707314	1089	202105117161
24707314	1089	202105117161
24707314	130	21913023269
24708613	63	1231121779
24708769	63	1231121779
24708945	63	1231121779
24709101	63	1231121779
24709453	63	1231121779
24709501	1089	202105117161
24709511	133	61144253211
24709511	1085	221239137121
24709511	1085	221239137121
24709511	130	130192869
24709726	63	1231121779
24709951	63	1231121779
24710126	126	1231121779
24710283	63	1231121779
24710625	1089	202105117161
24710625	1085	221239137121
24710839	126	1231121779
24711005	63	1231121779
24711171	63	1231121779
24711376	63	1231121779
24711601	63	1231121779
24711923	126	1231121779
24712089	63	1231121779
24712285	63	1231121779
24712421	63	1231121779
24713320	57	5825255227
24713320	57	5849132114
24713320	62	2181721757
24713886	1089	202105117161
24713896	57	21917458170
24715488	62	1219231214
24715800	63	1231121779
24716025	63	1231121779
24716064	130	130192869
24716064	72	21913023269
24716386	57	96246253171
24716562	57	7849186104
24716845	126	1231121779
24717128	126	1231121779
24717460	126	1231121779
24717695	63	1231121779
24718994	57	21913023269
24719042	63	1231121779
24719199	63	1231121779
24719345	60	61144209107
24719345	62	1231121779
24719345	130	130192869
24720048	131	221239137121
24720078	131	61144209107
24720107	133	61144209107
24720107	155	2181721757
24720107	155	2181721757
24720107	135	1231121779
24720107	135	202105117161
24720107	155	1219231214
24720107	132	2181722849
24720107	130	193205213188
24720107	133	61144253211
24720107	132	1301929144
24720107	132	21917458170
24720107	133	22282227138
24720107	130	130192869
24720107	130	21913023269
24720107	130	61175236190
24720107	130	96246253171
24720107	130	1301929238
24720107	130	130192869
24720107	130	5825255227
24720117	128	220175129105
24720117	130	5849132114
24720117	130	7849186104
24720117	130	5849132114
24720390	57	1301929238
24721533	62	61144209107
24722646	1085	221239137121
24723320	62	2181721757
24723320	62	2181721757
24724980	57	1301929144
24725312	57	193205213188
24726210	57	22282227138
24730029	84	2181722849
24731044	57	130192869
24731210	62	202105117161
24731386	62	202105117161
24732470	55	221239137121
24732871	55	220175129105
24734072	62	1219231214
24735195	62	1219231214
24736845	62	61144209107
24737705	63	1231121779
24737861	63	1231121779
24738818	63	1231121779
24738984	63	1231121779
24739042	60	61144209107
24739316	126	1231121779
24739482	63	1231121779
24740058	135	202105117161
24740058	85	1219231214
24740058	133	61144253211
24740058	130	130192869
24740703	57	61144253211
24745019	63	2181722849
24745126	315	2181722849
24745283	378	2181722849
24745595	252	2181722849
24745830	63	2181722849
24745917	252	2181722849
24746464	252	2181722849
24746552	189	2181722849
24746689	252	2181722849
24747080	63	2181722849
24747285	62	61144209107
24750058	85	61144253211
24751669	63	2181722849
24751855	57	61175236190
24751884	63	2181722849
24752080	315	2181722849
24752177	189	2181722849
24752363	189	2181722849
24753261	62	2181722849
24754023	62	2181721757
24754765	62	2181722849
24754765	84	2181722849
24755810	62	2181721757
24756533	62	1219231214
24757011	57	22282227138
24759824	130	130192869
24760009	1087	22282227138
24760009	1087	22282227138
24760009	1087	22282227138
24760019	1087	22282227138
24760019	1087	22282227138
24760019	1087	22282227138
24760019	1087	22282227138
24760019	1087	22282227138
24760107	85	61144209107
24760107	85	2181721757
24760107	85	2181721757
24760107	85	1219231214
24760107	82	61175236190
24760126	1087	22282227138
24760126	1087	22282227138
24760126	1087	22282227138
24760136	1087	22282227138
24760136	1087	22282227138
24760136	1087	22282227138
24760136	1087	22282227138
24760136	1087	22282227138
24760751	1087	22282227138
24760751	1087	22282227138
24760751	1087	22282227138
24760751	1087	22282227138
24760751	1087	22282227138
24760751	1087	22282227138
24760751	1087	22282227138
24760761	1087	22282227138
24761376	1087	22282227138
24761376	1087	22282227138
24761386	1087	22282227138
24761386	1087	22282227138
24761386	1087	22282227138
24761386	1087	22282227138
24761386	1087	22282227138
24761386	1087	22282227138
24762314	57	5849132114
24762656	57	21917458170
24763046	57	5825255227
24765830	1087	22282227138
24765830	57	7849186104
24766376	133	61144253211
24766386	130	130192869
24766474	87	1231121779
24766738	1087	22282227138
24767089	1087	22282227138
24767119	57	96246253171
24767470	62	1231121779
24767509	1087	22282227138
24767890	1087	22282227138
24768271	55	21913023269
24768320	1087	22282227138
24768564	130	130192869
24769589	1087	22282227138
24770078	131	61144209107
24770078	133	61144209107
24770078	133	2181721757
24770078	133	2181721757
24770078	135	1231121779
24770078	135	202105117161
24770078	133	1219231214
24770078	132	2181722849
24770078	130	193205213188
24770078	133	61144253211
24770078	132	1301929144
24770087	131	221239137121
24770087	132	21917458170
24770087	130	130192869
24770087	130	21913023269
24770087	130	61175236190
24770087	130	96246253171
24770087	130	1301929238
24770087	130	130192869
24770087	130	5825255227
24770087	129	21913023269
24770087	128	220175129105
24770087	130	5849132114
24770087	130	7849186104
24770087	130	5849132114
24770136	1087	22282227138
24770439	1087	22282227138
24770449	57	1301929238
24770839	696	22282227138
24771064	57	5849132114
24771572	55	221239137121
24772597	57	61175236190
24773398	62	2181721757
24773398	62	2181721757
24773603	62	2181721757
24775292	62	1219231214
24775292	57	21913023269
24775595	57	193205213188
24776220	57	1301929144
24780058	85	2181721757
24780058	87	1231121779
24780449	57	130192869
24783203	55	220175129105
24783310	62	1219231214
24786074	1087	22282227138
24786074	1087	22282227138
24786074	1087	22282227138
24786083	1087	22282227138
24787167	1087	22282227138
24790048	85	1219231214
24790048	130	130192869
24790332	62	1231121779
24790947	57	61144253211
24791689	55	221239137121
24792636	1087	22282227138
24793125	57	5849132114
24793203	57	5849132114
24793417	57	21917458170
24793720	130	5849132114
24793720	130	5849132114
24794521	57	61144253211
24794843	62	2181721757
24795908	1087	22282227138
24796103	57	22282227138
24797001	60	61144209107
24797001	130	130192869
24797373	62	61144209107
24800068	85	2181721757
24802187	57	61175236190
24803935	62	2181722849
24803994	62	2181721757
24804667	130	21913023269
24805507	62	1219231214
24809052	130	130192869
24810068	83	61144209107
24810068	85	2181721757
24810078	85	1219231214
24810078	82	61175236190
24813339	57	5825255227
24813417	129	21913023269
24813828	62	2181721757
24816064	57	7849186104
24816523	57	22282227138
24816689	130	130192869
24816845	57	96246253171
24817119	57	21913023269
24817802	62	1231121779
24818906	130	130192869
24819062	62	61144209107
24820068	130	61144209107
24820068	132	61144209107
24820068	132	2181721757
24820068	132	2181721757
24820068	156	1231121779
24820068	134	202105117161
24820068	132	1219231214
24820068	131	2181722849
24820068	129	193205213188
24820068	132	61144253211
24820068	131	1301929144
24820068	130	221239137121
24820068	131	21917458170
24820068	132	22282227138
24820068	129	130192869
24820068	129	21913023269
24820068	129	61175236190
24820068	129	96246253171
24820068	129	1301929238
24820068	129	130192869
24820078	129	5825255227
24820078	128	21913023269
24820078	127	220175129105
24820078	129	5849132114
24820078	129	7849186104
24820078	129	5849132114
24820673	57	1301929238
24823232	62	2181721757
24823271	57	21913023269
24823681	62	2181721757
24824345	62	2181721757
24825019	57	193205213188
24825185	62	1219231214
24825937	57	22282227138
24826552	57	1301929144
24828720	62	61144209107
24829248	57	21913023269
24829589	62	202105117161
24830058	85	61144209107
24830058	85	2181721757
24830068	85	2181721757
24830537	57	130192869
24831337	62	202105117161
24831855	62	1231121779
24833486	55	220175129105
24833652	62	1219231214
24836904	63	61144209107
24837021	63	61144209107
24837216	252	61144209107
24837431	189	61144209107
24837470	63	61144209107
24837900	189	61144209107
24838017	63	61144209107
24838095	189	61144209107
24838251	126	61144209107
24838535	126	61144209107
24838564	60	61144209107
24838740	441	61144209107
24840078	85	1219231214
24840078	82	21913023269
24840761	129	130192869
24840908	126	61144209107
24841162	63	61144209107
24841230	189	61144209107
24841289	57	61144253211
24841328	62	202105117161
24841416	63	61144209107
24841855	126	61144209107
24842021	189	61144209107
24842187	126	61144209107
24842441	126	61144209107
24842490	63	61144209107
24843623	62	2181721757
24843623	62	2181721757
24844843	63	61144209107
24845136	63	61144209107
24845146	57	5849132114
24845146	57	5849132114
24847324	130	130192869
24850097	85	2181721757
24850097	85	61144253211
24852167	57	61175236190
24853134	55	221239137121
24854257	62	2181722849
24859384	130	130192869
24859511	189	61144209107
24859892	126	61144209107
24860048	189	61144209107
24860048	87	202105117161
24860048	85	1219231214
24860439	189	61144209107
24861689	63	61144209107
24862314	57	61175236190
24862646	126	61144209107
24862646	128	21913023269
24863007	57	21917458170
24863281	62	2181721757
24864121	57	61144253211
24865917	130	130192869
24866171	57	5825255227
24866357	57	7849186104
24866357	57	96246253171
24866865	62	1231121779
24867158	60	61144209107
24869199	129	130192869
24870068	130	61144209107
24870068	132	61144209107
24870068	132	2181721757
24870068	132	2181721757
24870068	134	1231121779
24870068	134	202105117161
24870068	132	1219231214
24870068	131	2181722849
24870068	129	193205213188
24870068	132	61144253211
24870068	131	1301929144
24870068	130	221239137121
24870068	131	21917458170
24870068	132	22282227138
24870068	129	130192869
24870068	129	21913023269
24870068	129	61175236190
24870068	129	96246253171
24870078	129	1301929238
24870078	129	130192869
24870078	129	5825255227
24870078	128	21913023269
24870078	127	220175129105
24870078	129	5849132114
24870078	129	7849186104
24870078	129	5849132114
24870917	57	1301929238
24872841	55	221239137121
24873349	62	2181721757
24873349	62	2181721757
24873574	55	21913023269
24875117	57	193205213188
24875332	62	1219231214
24876855	57	1301929144
24880068	1085	221239137121
24880078	1085	221239137121
24880078	1085	221239137121
24880078	1085	221239137121
24880078	1085	221239137121
24880078	1085	221239137121
24880078	1085	221239137121
24880078	1085	221239137121
24880078	85	2181721757
24880087	85	2181721757
24880126	1085	221239137121
24880126	1085	221239137121
24880126	1085	221239137121
24880136	1085	221239137121
24880136	1085	221239137121
24880136	1085	221239137121
24880136	1085	221239137121
24880136	1085	221239137121
24880751	1085	221239137121
24880751	1085	221239137121
24880751	1085	221239137121
24880751	1085	221239137121
24880751	1085	221239137121
24880761	1085	221239137121
24880761	1085	221239137121
24880761	1085	221239137121
24880859	57	130192869
24881376	1085	221239137121
24881376	1085	221239137121
24881376	1085	221239137121
24881376	1085	221239137121
24881376	1085	221239137121
24881376	1085	221239137121
24881376	1085	221239137121
24881386	1085	221239137121
24883906	62	1219231214
24884501	55	220175129105
24885869	60	61144209107
24886269	1085	221239137121
24886474	1085	221239137121
24886855	1085	221239137121
24887109	57	22282227138
24887490	63	61144209107
24887626	189	61144209107
24887714	1085	221239137121
24888388	63	61144209107
24888408	63	61144209107
24888896	63	61144209107
24888964	1085	221239137121
24890058	85	1219231214
24890068	129	130192869
