Tiempo (mseg)	Length  Destinos
22964970	125	202105117161
22966064	130	61185209234
22966914	62	1231121779
22969365	130	61185209234
22970068	130	61144209107
22970068	132	61144209107
22970068	132	2181721757
22970068	132	2181721757
22970068	134	1231121779
22970068	134	202105117161
22970068	132	1219231214
22970068	131	2181722849
22970078	129	1301929144
22970078	129	193205213188
22970078	131	202105117161
22970078	131	61144253211
22970078	132	61144253211
22970078	131	1301929144
22970078	130	221239137121
22970078	129	2226914592
22970078	129	21917458170
22970078	129	61185209234
22970078	129	21917458170
22971943	63	202105117161
22972060	189	202105117161
22972167	63	202105117161
22972363	126	202105117161
22972939	63	202105117161
22973173	378	202105117161
22973271	63	202105117161
22973291	62	2181721757
22973291	62	2181721757
22973974	63	202105117161
22974072	126	202105117161
22974267	126	202105117161
22974726	63	202105117161
22974863	189	202105117161
22974990	57	1301929144
22975000	57	1301929144
22975292	57	193205213188
22975371	62	1219231214
22975917	63	202105117161
22977978	62	202105117161
22978388	62	202105117161
22978847	62	202105117161
22980039	85	2181721757
22980039	85	2181721757
22981376	55	221239137121
22983564	57	2226914592
22984082	62	1219231214
22987363	62	61144209107
22990048	130	61144209107
22990048	85	1219231214
22990048	131	61144253211
22990048	129	61185209234
22990693	61	61144253211
22990722	57	61144253211
22994023	62	2181721757
22995761	60	61144209107
22997255	62	61144209107
23000048	1085	221239137121
23000048	1085	221239137121
23000048	1085	221239137121
23000058	1085	221239137121
23000058	1085	221239137121
23000058	1085	221239137121
23000058	1085	221239137121
23000058	1085	221239137121
23000058	232	21115522414
23000058	83	61144209107
23000126	1085	221239137121
23000136	1085	221239137121
23000136	1085	221239137121
23000136	1085	221239137121
23000136	1085	221239137121
23000136	1085	221239137121
23000136	1085	221239137121
23000136	1085	221239137121
23000751	1085	221239137121
23000751	1085	221239137121
23000751	1085	221239137121
23000751	1085	221239137121
23000751	1085	221239137121
23000751	1085	221239137121
23000761	1085	221239137121
23000761	1085	221239137121
23001376	1085	221239137121
23001376	1085	221239137121
23001376	1085	221239137121
23001376	1085	221239137121
23001376	1085	221239137121
23001376	1085	221239137121
23001386	1085	221239137121
23001386	1085	221239137121
23002421	55	221239137121
23004755	62	2181722849
23004892	63	1219231214
23004990	252	1219231214
23005439	189	1219231214
23005791	63	1219231214
23006318	1085	221239137121
23006406	252	1219231214
23006533	252	1219231214
23006708	1085	221239137121
23007119	63	1219231214
23007167	126	1219231214
23007265	1085	221239137121
23007626	252	1219231214
23007919	1085	221239137121
23007919	1085	221239137121
23008369	1085	221239137121
23008779	1085	221239137121
23009169	1085	221239137121
23009824	110	21115522414
23009824	130	61185209234
23009921	1085	221239137121
23010371	1085	221239137121
23011503	1085	221239137121
23012314	1085	221239137121
23012744	1085	221239137121
23013564	1085	221239137121
23013974	229	221239137121
23016386	130	61185209234
23016533	62	1231121779
23017988	63	202105117161
23018076	60	61144209107
23018574	126	202105117161
23018574	129	61185209234
23018720	63	1219231214
23018925	252	1219231214
23019033	189	1219231214
23019609	63	1219231214
23019667	126	1219231214
23020068	131	61144209107
23020068	133	61144209107
23020068	133	2181721757
23020068	155	2181721757
23020068	135	1231121779
23020068	135	202105117161
23020068	133	1219231214
23020068	125	1219231214
23020068	132	2181722849
23020068	130	1301929144
23020068	130	193205213188
23020068	132	202105117161
23020068	132	61144253211
23020068	133	61144253211
23020068	132	1301929144
23020068	131	221239137121
23020068	130	2226914592
23020068	130	21917458170
23020068	130	61185209234
23020078	130	21917458170
23023291	62	2181721757
23023291	62	2181721757
23024433	62	2181721757
23025566	63	1219231214
23025595	63	1219231214
23025615	57	193205213188
23026230	63	1219231214
23026230	57	1301929144
23026230	57	1301929144
23026748	63	1219231214
23027324	63	1219231214
23028417	1085	221239137121
23028417	1085	221239137121
23028427	1085	221239137121
23028867	62	202105117161
23028867	62	202105117161
23029511	1085	221239137121
23029511	1085	221239137121
23029511	1085	221239137121
23029511	1085	221239137121
23030048	57	61144253211
23030048	259	1301928634
23031992	55	221239137121
23033076	55	1301928634
23033886	57	2226914592
23034980	1085	221239137121
23036074	1085	221239137121
23037167	1085	221239137121
23037167	1085	221239137121
23037880	1085	221239137121
23038740	63	1219231214
23039355	1085	221239137121
23039873	63	1219231214
23040048	85	2181721757
23040048	133	1219231214
23040048	130	61185209234
23040048	259	2182219176
23040126	57	21917458170
23040166	57	21917458170
23040888	61	61144253211
23040927	57	61144253211
23041542	1085	221239137121
23041542	1085	221239137121
23044394	55	2182219176
23047011	130	61185209234
23047363	60	61144209107
23050029	87	202105117161
23050039	259	2212200154
23050039	259	1219231214
23053085	62	2181721757
23053916	62	2181722849
23054062	63	1219231214
23054365	62	2181721757
23054667	62	1219231214
23055458	63	1219231214
23055761	63	1219231214
23059042	129	61185209234
23066689	130	61185209234
23067695	62	1231121779
23067783	1085	221239137121
23067783	1085	221239137121
23068271	63	1219231214
23068876	1085	221239137121
23068886	130	61185209234
23070068	131	61144209107
23070068	133	61144209107
23070068	133	2181721757
23070068	133	2181721757
23070068	135	1231121779
23070078	135	202105117161
23070078	133	1219231214
23070078	132	2181722849
23070078	130	193205213188
23070078	132	202105117161
23070078	132	61144253211
23070078	133	61144253211
23070078	132	1301929144
23070078	131	221239137121
23070078	130	21917458170
23070078	130	21917458170
23074384	62	2181721757
23074384	62	2181721757
23074384	1085	221239137121
23075019	57	193205213188
23076542	57	1301929144
23076542	1085	221239137121
23079023	62	202105117161
23079023	62	202105117161
23080048	85	2181721757
23080048	85	2181721757
23083603	62	1219231214
23083603	85	1219231214
23090048	85	1219231214
23090449	57	21917458170
23090498	57	21917458170
23090761	259	2212200154
23090761	259	1219231214
23091220	61	61144253211
23091240	57	61144253211
23091455	57	21917458170
23093486	62	2181721757
23093486	62	2181721757
23094042	62	61144209107
23100048	85	2181721757
23100048	85	2181721757
23101162	63	202105117161
23101269	63	202105117161
23101376	63	202105117161
23101582	126	202105117161
23102080	63	202105117161
23103886	85	1219231214
23104238	62	2181722849
23110380	57	21917458170
23111914	61	61144253211
23111914	57	61144253211
23113398	62	2181721757
23113398	62	2181721757
23116835	62	1231121779
23117294	60	61144209107
23117451	62	61144209107
23120087	131	61144209107
23120087	133	61144209107
23120087	133	2181721757
23120097	155	2181721757
23120097	135	1231121779
23120097	135	202105117161
23120097	133	1219231214
23120097	132	2181722849
23120097	130	193205213188
23120097	132	202105117161
23120097	132	61144253211
23120097	133	61144253211
23120107	132	1301929144
23120107	131	221239137121
23120107	130	21917458170
23120107	130	21917458170
23123417	62	2181721757
23123417	62	2181721757
23123564	1085	221239137121
23123564	1085	221239137121
23124658	1085	221239137121
23125117	57	193205213188
23125947	57	1301929144
23130029	85	2181721757
23130029	1085	221239137121
23130029	259	6592203150
23130146	55	221239137121
23132314	1085	221239137121
23135869	62	61144209107
23140068	92	21115522414
23140078	135	202105117161
23140078	89	202105117161
23140078	259	61175236190
23140078	259	61175236190
23140087	259	17216888
23140087	259	192168048
23140087	259	202115153145
23140439	57	21917458170
23140498	57	21917458170
23140625	61	61144253211
23140644	57	61144253211
23143251	133	61144253211
23146533	54	21115522414
23147626	259	2212200154
23147626	259	1219231214
23149052	62	202105117161
23149052	62	202105117161
23150039	85	61144209107
23150039	87	202105117161
23150048	259	192168441
23150048	259	192168881
23150058	259	1942916948
23150058	259	1942916947
23152910	55	1219231214
23153544	62	2181721757
23154570	62	2181722849
23154599	62	1219231214
23156542	60	61144209107
23160078	85	2181721757
23160078	259	19216801
23160078	259	1942916945
23160078	259	1942916950
23160078	259	1526624877
23161142	55	1526624877
23165546	62	1219231214
23166044	62	1231121779
23167587	60	61144209107
23167636	62	61144209107
23170068	153	61144209107
23170078	133	61144209107
23170078	133	2181721757
23170078	133	2181721757
23170078	135	1231121779
23170078	135	202105117161
23170078	155	1219231214
23170078	132	2181722849
23170078	130	193205213188
23170078	132	202105117161
23170078	132	61144253211
23170078	133	61144253211
23170078	132	1301929144
23170078	131	221239137121
23170078	130	21917458170
23170078	130	21917458170
23170078	259	8222492189
23170087	259	21913023269
23170087	259	202196168113
23170087	259	2211367238
23170087	259	2211367238
23170595	85	61144209107
23170595	259	6592203150
23171503	55	221239137121
23173398	62	2181721757
23173398	62	2181721757
23173476	62	2181721757
23175156	57	1301929144
23175410	57	193205213188
23178212	57	21917458170
23179101	62	202105117161
23179140	62	202105117161
23179892	55	221239137121
23180048	1084	21917458170
23180048	1084	21917458170
23180048	1084	21917458170
23180048	1084	21917458170
23180048	1084	21917458170
23180048	1084	21917458170
23180048	1084	21917458170
23180048	1084	21917458170
23180058	85	2181721757
23180058	259	61175236190
23180058	259	61175236190
23180058	259	17216888
23180058	259	192168048
23180058	259	202115153145
23180058	259	17216145113
23180058	259	6119113662
23180058	259	871066731
23180136	1084	21917458170
23180136	1084	21917458170
23180146	1084	21917458170
23180146	1084	21917458170
23180146	1084	21917458170
23180146	1084	21917458170
23180146	1084	21917458170
23180146	1084	21917458170
23180761	1084	21917458170
23180761	1086	21917458170
23180761	1086	21917458170
23180761	1086	21917458170
23180761	1086	21917458170
23180761	1086	21917458170
23180761	1086	21917458170
23180771	1086	21917458170
23181386	1086	21917458170
23181386	1086	21917458170
23181386	1086	21917458170
23181396	1086	21917458170
23181396	1086	21917458170
23181396	1086	21917458170
23181396	1086	21917458170
23181396	1086	21917458170
23183212	62	1219231214
23183974	1086	21917458170
23184091	1086	21917458170
23184482	1086	21917458170
23184658	55	871066731
23184873	1086	21917458170
23185283	1086	21917458170
23185683	1086	21917458170
23186484	1086	21917458170
23186484	1086	21917458170
23187050	55	21913023269
23187783	63	61144209107
23187949	252	61144209107
23187949	1086	21917458170
23188115	126	61144209107
23188427	1086	21917458170
23188681	126	61144209107
23188779	126	61144209107
23188896	315	61144209107
23189082	63	61144209107
23189199	252	61144209107
23189619	1086	21917458170
23190029	153	61144209107
23190029	189	61144209107
23190029	155	1219231214
23190029	259	192168441
23190039	259	192168881
23190039	259	1942916948
23190039	259	1942916947
23190742	1086	21917458170
23190742	1086	21917458170
23190742	57	61144253211
23191650	57	21917458170
23192109	1086	21917458170
23192109	230	21917458170
23192480	133	61144253211
23200019	259	19216801
23200019	259	1942916945
23200019	259	1942916950
23201679	55	221239137121
23201992	1084	21917458170
23202099	63	61144209107
23202207	63	61144209107
23202314	126	61144209107
23202783	1084	21917458170
23202890	126	61144209107
23202978	63	61144209107
23203593	63	61144209107
23203730	189	61144209107
23203876	378	61144209107
23204238	62	2181721757
23204501	126	61144209107
23204912	62	2181722849
23209062	62	202105117161
23210039	87	202105117161
23210039	259	8222492189
23210039	259	202196168113
23210039	259	2211367238
23210039	259	2211367238
23213857	62	2181721757
23215380	62	1219231214
23216474	62	1231121779
23217060	60	61144209107
23218730	60	61144209107
23219667	63	202105117161
23220068	131	61144209107
23220078	133	61144209107
23220078	133	2181721757
23220078	133	2181721757
23220078	135	1231121779
23220078	135	202105117161
23220078	155	1219231214
23220078	132	2181722849
23220087	130	193205213188
23220087	132	202105117161
23220087	132	61144253211
23220087	133	61144253211
23220087	132	1301929144
23220087	131	221239137121
23220087	132	21917458170
23220087	130	21917458170
23220927	259	17216145113
23220927	259	6119113662
23223105	63	61144209107
23223291	63	61144209107
23223574	62	2181721757
23223593	62	2181721757
23225683	57	1301929144
23226103	57	193205213188
23227470	259	6592203150
23229248	62	202105117161
23230029	85	2181721757
23230029	85	2181721757
23231855	55	221239137121
23233476	62	1219231214
23235019	62	1219231214
23236582	63	61144209107
23236699	55	22282227138
23236708	104	22282227138
23236738	63	61144209107
23236855	315	61144209107
23237333	259	61175236190
23237333	259	61175236190
23237333	259	17216888
23237333	259	192168048
23237333	259	202115153145
23240039	85	1219231214
23240605	132	61144253211
23240937	57	21917458170
23241074	57	61144253211
23241269	63	202105117161
23241484	126	202105117161
23241572	63	202105117161
23242255	117	22282227138
23242792	56	22282227138
23243759	62	2181721757
23245146	63	202105117161
23245771	63	202105117161
23245908	126	202105117161
23247167	259	192168441
23247167	259	192168881
23247167	259	1942916948
23247177	259	1942916947
23247441	60	61144209107
23247783	88	22282227138
23248281	57	22282227138
23250009	1085	221239137121
23250009	1085	221239137121
23250009	1085	221239137121
23250009	1085	221239137121
23250009	1085	221239137121
23250009	1085	221239137121
23250019	1085	221239137121
23250019	1085	221239137121
23250097	83	61144209107
23250097	85	61144253211
23250117	259	96246253171
23250117	259	96246253171
23250117	259	12361653
23250126	63	202105117161
23250126	1085	221239137121
23250126	1085	221239137121
23250126	1085	221239137121
23250136	1085	221239137121
23250136	1085	221239137121
23250136	1085	221239137121
23250136	1085	221239137121
23250136	1085	221239137121
23250449	63	202105117161
23250761	1085	221239137121
23250761	1085	221239137121
23250761	1085	221239137121
23250761	1085	221239137121
23250761	1085	221239137121
23250761	1085	221239137121
23250761	1085	221239137121
23250761	1085	221239137121
23251396	1085	221239137121
23251406	1085	221239137121
23251406	1085	221239137121
23251406	1085	221239137121
23251406	1085	221239137121
23251406	1085	221239137121
23251406	1085	221239137121
23251406	1085	221239137121
23251992	55	221239137121
23253359	77	22282227138
23253730	57	22282227138
23254121	62	2181722849
23255820	55	96246253171
23255849	55	96246253171
23256162	1085	221239137121
23256611	1085	221239137121
23256962	1085	221239137121
23257031	259	19216801
23257031	259	1942916945
23257031	259	1942916950
23258027	63	202105117161
23260048	259	137194164233
23260048	259	17216136208
23260312	1085	221239137121
23260820	57	21917458170
23260869	1085	221239137121
23260869	57	21917458170
23262822	1085	221239137121
23262822	1085	221239137121
23263212	1085	221239137121
23263417	62	2181721757
23263769	1085	221239137121
23264062	1085	221239137121
23265312	1085	221239137121
23265312	62	1219231214
23266845	259	8222492189
23266845	259	202196168113
23266845	259	2211367238
23266845	259	2211367238
23267607	57	21917458170
23267607	1085	221239137121
23267666	60	61144209107
23268681	63	202105117161
23268955	63	202105117161
23269033	62	1231121779
23269042	132	61144253211
23269687	63	202105117161
23269707	1085	221239137121
23270078	152	61144209107
23270078	132	61144209107
23270078	132	2181721757
23270078	132	2181721757
23270078	134	1231121779
23270078	134	202105117161
23270078	63	202105117161
23270078	154	1219231214
23270078	131	2181722849
23270078	129	193205213188
23270078	131	202105117161
23270078	131	61144253211
23270078	132	61144253211
23270078	131	1301929144
23270087	131	21917458170
23270087	129	21917458170
23270087	128	22282227138
23270087	259	125261983
23270087	259	218519174
23270087	259	137194214154
23270087	259	5821122642
23270166	1085	221239137121
23270361	63	202105117161
23270478	189	202105117161
23270664	126	202105117161
23270771	63	202105117161
23271093	126	202105117161
23271220	126	202105117161
23271220	1085	221239137121
23271230	1085	221239137121
23271230	1085	221239137121
23271230	1085	221239137121
23271230	1085	221239137121
23271230	1085	221239137121
23271230	1085	221239137121
23271230	1085	221239137121
23271660	1085	221239137121
23271660	1085	221239137121
23272001	1085	221239137121
23272001	1085	221239137121
23272001	1085	221239137121
23272001	1085	221239137121
23272001	1085	221239137121
23272119	1085	221239137121
23272119	1085	221239137121
23272119	1085	221239137121
23272119	1085	221239137121
23272128	1085	221239137121
23272128	1085	221239137121
23273232	62	2181721757
23273232	62	2181721757
23273408	77	22282227138
23273525	1085	221239137121
23273642	57	22282227138
23274062	927	221239137121
23275039	57	193205213188
23276416	63	202105117161
23276689	63	202105117161
23276689	57	1301929144
23276884	63	202105117161
23277783	259	17216145113
23277783	259	6119113662
23279892	63	202105117161
23280039	85	2181721757
23280039	85	2181721757
23280039	259	58154179234
23280039	259	77308248
23280039	259	15157618
23280039	259	137194164233
23280039	259	137194214154
23280039	259	76180190175
23281962	63	202105117161
23282080	63	202105117161
23282158	63	202105117161
23283251	1085	221239137121
23283740	62	1219231214
23284375	1085	221239137121
23285195	62	1219231214
23290029	85	1219231214
23290029	259	20211231199
23290029	259	2021180244
23290029	259	2182268110
23290029	259	61175236190
23290927	131	61144253211
23290927	129	21917458170
23291416	57	61144253211
23292031	1085	221239137121
23292031	1085	221239137121
23292031	1085	221239137121
23293720	62	2181721757
23295458	62	61144209107
23297060	62	61144209107
23299667	1085	221239137121
23299667	1085	221239137121
23299677	1085	221239137121
23299677	1085	221239137121
23300039	259	61175236190
23300039	259	22282227138
23300039	259	2227924585
23300761	1085	221239137121
23300761	1085	221239137121
23300771	1085	221239137121
23300771	1085	221239137121
23300771	1085	221239137121
23300771	1085	221239137121
23300771	1085	221239137121
23300771	259	137194164233
23300771	259	17216136208
23301406	53	137194164234
23301406	74	137194164234
23302421	63	202105117161
23302949	63	202105117161
23303378	62	2181721757
23303378	62	2181721757
23303701	57	61144253211
23304375	62	2181722849
23305537	62	1219231214
23308398	63	202105117161
23309501	315	202105117161
23309501	132	61144253211
23310039	1087	61144253211
23310039	1087	61144253211
23310039	1087	61144253211
23310039	1087	61144253211
23310039	1087	61144253211
23310039	1087	61144253211
23310039	1087	61144253211
23310039	1087	61144253211
23310048	85	2181721757
23310048	85	1219231214
23310126	1087	61144253211
23310126	1087	61144253211
23310136	1087	61144253211
23310136	1087	61144253211
23310136	1087	61144253211
23310136	1087	61144253211
23310136	1087	61144253211
23310136	1087	61144253211
23310595	259	125261983
23310605	259	218519174
23310605	259	137194214154
23310605	259	5821122642
23310751	1087	61144253211
23310751	1087	61144253211
23310751	1087	61144253211
23310751	1087	61144253211
23310751	1087	61144253211
23310751	1087	61144253211
23310761	1087	61144253211
23310761	1087	61144253211
23311376	1087	61144253211
23311376	1087	61144253211
23311376	1087	61144253211
23311376	1087	61144253211
23311386	1087	61144253211
23311386	1087	61144253211
23311386	1087	61144253211
23311386	1087	61144253211
23311689	1085	221239137121
23314267	57	61144253211
23314697	1087	61144253211
23314697	1087	61144253211
23315117	1087	61144253211
23315517	1087	61144253211
23315947	1087	61144253211
23316347	1087	61144253211
23316865	1087	61144253211
23317021	62	1231121779
23317949	1087	61144253211
23318281	1087	61144253211
23318662	1087	61144253211
23319052	1087	61144253211
23319355	131	61144253211
23320058	1087	61144253211
23320058	131	61144209107
23320058	133	61144209107
23320058	133	2181721757
23320068	133	2181721757
23320068	135	1231121779
23320068	135	202105117161
23320068	133	1219231214
23320068	132	2181722849
23320068	130	193205213188
23320068	132	202105117161
23320068	132	61144253211
23320068	132	1301929144
23320068	131	221239137121
23320068	132	21917458170
23320068	130	21917458170
23320068	259	58154179234
23320068	259	77308248
23320068	259	15157618
23320068	259	137194164233
23320068	259	137194214154
23320068	259	76180190175
23320068	129	22282227138
23321552	1085	221239137121
23321552	1085	221239137121
23321552	1085	221239137121
23321787	1087	61144253211
23321787	1087	61144253211
23322246	270	61144253211
23323398	62	2181721757
23323398	62	2181721757
23323476	62	2181721757
23324980	57	1301929144
23325283	62	1219231214
23325332	57	193205213188
23330039	85	2181721757
23330039	85	2181721757
23330048	259	20211231199
23330048	259	2021180244
23330048	259	2182268110
23330048	259	61175236190
23330644	55	221239137121
23331152	1087	61144253211
23332294	1087	61144253211
23332294	1087	61144253211
23333789	63	61144209107
23334052	62	1219231214
23334658	63	61144209107
23335751	1087	61144253211
23336845	1087	61144253211
23337158	60	61144209107
23339951	1087	61144253211
23340019	85	1219231214
23340019	132	202105117161
23340019	132	61144253211
23340019	1085	221239137121
23340019	1085	221239137121
23340019	1085	221239137121
23340019	259	61175236190
23340019	259	22282227138
23340019	259	2227924585
23340136	57	21917458170
23340136	57	21917458170
23340683	57	61144253211
23341015	1085	221239137121
23341015	1085	221239137121
23341015	1085	221239137121
23341015	1085	221239137121
23341357	53	137194164234
23341357	74	137194164234
23344111	62	2181721757
23345771	60	61144209107
23346845	57	22282227138
23347558	60	61144209107
23350048	83	61144209107
23352568	55	221239137121
23353828	62	2181721757
23353828	62	2181721757
23354765	62	2181722849
23355244	62	1219231214
23357636	259	137194164233
23357636	259	17216136208
23359824	131	61144253211
23360029	85	2181721757
23360029	85	1219231214
23360029	84	2181722849
23360859	57	21917458170
23360898	57	21917458170
23360927	1087	61144253211
23362021	1085	221239137121
23366406	132	61144253211
23366406	1087	61144253211
23367480	62	1231121779
23367480	259	125261983
23367490	259	218519174
23367490	259	137194214154
23367490	259	5821122642
23367636	378	202105117161
23368300	189	202105117161
23368574	126	202105117161
23368574	132	202105117161
23368574	132	61144253211
23369677	1087	61144253211
23370048	131	61144209107
23370048	133	61144209107
23370048	133	2181721757
23370048	133	2181721757
23370048	135	1231121779
23370048	135	202105117161
23370048	133	1219231214
23370048	132	2181722849
23370048	130	193205213188
23370048	132	202105117161
23370048	132	61144253211
23370048	133	61144253211
23370048	132	1301929144
23370048	131	221239137121
23370048	132	21917458170
23370048	130	21917458170
23370048	130	22282227138
23370761	83	61144209107
23373281	62	2181721757
23373310	62	2181721757
23373427	62	2181721757
23375488	62	1219231214
23375615	57	193205213188
23376220	57	1301929144
23377314	259	58154179234
23377314	259	77308248
23377324	259	15157618
23377324	259	137194164233
23377324	259	137194214154
23377324	259	76180190175
23380039	85	2181721757
23380039	85	2181721757
23380039	84	1301929144
23380048	259	221220086
23380048	259	222129136247
23380048	259	68106218234
23380048	259	12313110960
23380058	259	221221218110
23383300	62	1219231214
23386533	55	12313110960
23386865	60	61144209107
23387158	259	20211231199
23387158	259	2021180244
23387158	259	2182268110
23387158	259	61175236190
23387724	57	1301929144
23387880	55	222129136247
23387880	111	222129136247
23390048	83	61144209107
23390048	85	1219231214
23390048	132	202105117161
23390048	132	61144253211
23390898	57	61144253211
23391113	57	21917458170
23391289	57	21917458170
23392792	55	222129136247
23392792	83	222129136247
23396132	57	22282227138
23397011	1085	221239137121
23397011	1085	221239137121
23397011	259	61175236190
23397011	259	22282227138
23397011	259	2227924585
23397275	55	222129136247
23397275	72	222129136247
23398095	1085	221239137121
23398701	53	137194164234
23398701	74	137194164234
23399384	62	202105117161
23400019	85	61144209107
23400019	87	202105117161
23403564	55	222129136247
23403925	62	2181722849
23405556	62	1219231214
23409042	132	202105117161
23409042	132	61144253211
23410039	85	1219231214
23413828	57	61144253211
23413994	62	2181721757
23413994	62	2181721757
23416552	62	1231121779
23416699	131	61144253211
23417402	62	61144209107
23418896	132	202105117161
23418896	132	61144253211
23420048	131	61144209107
23420048	85	61144209107
23420048	133	61144209107
23420048	133	2181721757
23420048	155	2181721757
23420048	135	1231121779
23420048	135	202105117161
23420048	133	1219231214
23420048	132	2181722849
23420058	130	193205213188
23420058	132	202105117161
23420058	132	61144253211
23420058	133	61144253211
23420058	132	1301929144
23420058	131	221239137121
23420058	132	21917458170
23420058	130	21917458170
23420058	129	222129136247
23420058	130	22282227138
23420673	62	202105117161
23421074	259	221220086
23421074	259	68106218234
23421074	259	221221218110
23424365	62	2181721757
23424365	62	2181721757
23424560	57	22282227138
23424970	57	193205213188
23425595	57	1301929144
23425781	62	2181722849
23425927	57	22282227138
23429433	62	202105117161
23430039	85	2181721757
23430048	87	202105117161
23430917	85	1219231214
23431962	110	221239137121
23433623	62	1219231214
23434404	62	2181721757
23439501	55	222129136247
23440039	85	2181721757
23440039	62	202105117161
23440761	132	202105117161
23440761	132	61144253211
23441240	57	61144253211
23443964	62	2181721757
23446005	62	1219231214
23446230	60	61144209107
23447324	132	61144253211
23450048	85	2181721757
23450048	87	202105117161
23450048	85	1219231214
23453261	62	2181721757
23454228	62	2181722849
23455507	62	1219231214
23459355	132	202105117161
23459355	132	61144253211
23460058	85	2181721757
23460058	85	1219231214
23461171	63	202105117161
23462636	55	221239137121
23463554	62	2181721757
23465039	63	202105117161
23465312	62	1219231214
23465908	132	202105117161
23465908	132	61144253211
23466816	62	1231121779
23468916	63	202105117161
23469189	132	202105117161
23469189	132	61144253211
23470048	130	61144209107
23470048	132	61144209107
23470048	154	2181721757
23470048	132	2181721757
23470048	134	1231121779
23470048	134	202105117161
23470048	154	1219231214
23470048	131	2181722849
23470048	129	193205213188
23470048	131	202105117161
23470048	131	61144253211
23470048	132	61144253211
23470058	131	1301929144
23470058	130	221239137121
23470058	131	21917458170
23470058	129	21917458170
23470058	128	222129136247
23470058	129	22282227138
23472792	63	202105117161
23473417	62	2181721757
23473417	62	2181721757
23474658	62	2181721757
23475117	57	193205213188
23476845	57	1301929144
23477275	63	202105117161
23477939	259	221220086
23477939	259	68106218234
23477939	259	221221218110
23479580	63	202105117161
23479667	252	202105117161
23480029	85	2181721757
23480029	189	202105117161
23480800	63	202105117161
23480917	315	202105117161
23481201	189	202105117161
23481455	63	202105117161
23481542	252	202105117161
23481708	55	221239137121
23481787	252	202105117161
23481865	189	202105117161
23482324	189	202105117161
23483886	63	202105117161
23483925	62	2181721757
23483925	62	1219231214
23484082	126	202105117161
23484394	63	202105117161
23484501	126	202105117161
23484921	62	202105117161
23485068	63	202105117161
23485146	56	222129136247
23485390	62	1219231214
23489570	57	21917458170
23489628	57	21917458170
23490048	132	61144209107
23490048	85	2181721757
23490048	134	202105117161
23490048	85	1219231214
23490048	131	202105117161
23490048	131	61144253211
23490048	129	22282227138
23490634	57	61144253211
23491835	57	21917458170
23494179	62	61144209107
23495625	60	61144209107
23496533	57	22282227138
23497636	131	61144253211
23503544	62	2181721757
23503730	63	202105117161
23504189	63	202105117161
23504726	63	202105117161
23509658	132	202105117161
23509658	132	61144253211
23510029	85	2181721757
23510039	87	202105117161
23510751	85	1219231214
23511738	57	21917458170
23514462	62	2181721757
23516230	132	202105117161
23516230	132	61144253211
23517558	60	61144209107
23518076	62	1231121779
23518427	131	202105117161
23518427	131	61144253211
23520058	153	61144209107
23520058	133	61144209107
23520058	133	2181721757
23520058	133	2181721757
23520058	135	1231121779
23520058	135	202105117161
23520058	133	1219231214
23520058	132	2181722849
23520058	130	193205213188
23520058	132	202105117161
23520058	132	61144253211
23520058	133	61144253211
23520058	132	1301929144
23520058	131	221239137121
23520058	132	21917458170
23520058	130	21917458170
23520058	130	222129136247
23520058	130	22282227138
23523457	62	2181721757
23523505	62	2181721757
23523593	62	2181721757
23524892	62	2181722849
23525419	57	193205213188
23526064	57	1301929144
23529560	62	202105117161
23529755	62	202105117161
23530039	1089	202105117161
23530039	1089	202105117161
23530039	1089	202105117161
23530048	1089	202105117161
23530048	1089	202105117161
23530048	1089	202105117161
23530048	1089	202105117161
23530048	1089	202105117161
23530048	85	2181721757
23530048	85	2181721757
23530126	1089	202105117161
23530126	1089	202105117161
23530126	1089	202105117161
23530126	1089	202105117161
23530136	1089	202105117161
23530136	1089	202105117161
23530136	1089	202105117161
23530136	1089	202105117161
23530751	1089	202105117161
23530751	1089	202105117161
23530751	1089	202105117161
23530751	1089	202105117161
23530751	1089	202105117161
23530751	1089	202105117161
23530751	1089	202105117161
23530751	1089	202105117161
23530859	55	221239137121
23531376	1089	202105117161
23531376	1089	202105117161
23531376	1089	202105117161
23531376	1089	202105117161
23531376	1089	202105117161
23531386	1089	202105117161
23531386	1089	202105117161
23531386	1089	202105117161
23533203	62	1219231214
23535156	1089	202105117161
23535156	1089	202105117161
23535546	1089	202105117161
23535966	1089	202105117161
23536064	62	61144209107
23536406	1089	202105117161
23536806	1089	202105117161
23537011	57	222129136247
23537236	1089	202105117161
23538574	1089	202105117161
23538574	1089	202105117161
23539003	1089	202105117161
23539199	85	1219231214
23539677	1089	202105117161
23540009	1085	221239137121
23540019	1085	221239137121
23540019	1085	221239137121
23540019	1085	221239137121
23540019	1085	221239137121
23540019	1085	221239137121
23540019	1085	221239137121
23540019	1085	221239137121
23540068	132	202105117161
23540068	132	61144253211
23540146	1085	221239137121
23540146	1085	221239137121
23540146	1085	221239137121
23540146	1085	221239137121
23540146	1085	221239137121
23540146	1085	221239137121
23540146	1085	221239137121
23540146	1085	221239137121
23540673	1089	202105117161
23540732	57	61144253211
23540761	1085	221239137121
23540761	1085	221239137121
23540761	1085	221239137121
23540761	1085	221239137121
23540761	1085	221239137121
23540761	1085	221239137121
23540761	1085	221239137121
23540761	1085	221239137121
23541093	1089	202105117161
23541386	1085	221239137121
23541386	1085	221239137121
23541386	1085	221239137121
23541386	1085	221239137121
23541386	1085	221239137121
